Supplementary Table S1: List of all 576 raw LC-MS2 files processed in this study,,,,
,,,,
Source,Species,Tissue,LC-MS File,MSConvert to mzML
PXD004720,bread wheat,boot,BOOTS_12.mzXML,yes
PXD004720,bread wheat,boot,BOOTS_2.mzXML,yes
PXD004720,bread wheat,boot,BOOTS_3.mzXML,yes
PXD004720,bread wheat,boot,BOOTS_4.mzXML,yes
PXD004720,bread wheat,boot,BOOTS_5.mzXML,yes
PXD004720,bread wheat,boot,BOOTS_6.mzXML,yes
PXD004720,bread wheat,boot,BOOTS_7.mzXML,yes
PXD004720,bread wheat,boot,BOOTS_8.mzXML,yes
PXD004720,bread wheat,boot,BOOTS_9.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r001.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r002.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r003.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r004.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r005.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r006.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r007.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r008.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r009.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r010.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r011.mzXML,yes
PXD004720,bread wheat,coleoptile,COLEOPTILE-r012.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB1.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB10.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB11.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB12.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB2.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB3.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB4.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB5.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB6.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB7.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB8.mzXML,yes
PXD004720,bread wheat,embryo,WHEATEMB9.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r001.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r002.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r003.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r004.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r005.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r006.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r007.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r008.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r009.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r010.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r011.mzXML,yes
PXD004720,bread wheat,endosperm,ENDO-r012.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r001.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r002.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r003.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r004.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r005.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r006.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r007.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r008.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r009.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r010.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r011.mzXML,yes
PXD004720,bread wheat,glume,GLUMES-r012.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_1.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_10.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_11.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_12.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_2.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_3.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_4.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_5.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_6.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_7.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_8.mzXML,yes
PXD004720,bread wheat,grain-zadoks-70,ZADOCKS70_9.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_1.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_10.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_11.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_12.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_2.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_3.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_4.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_5.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_6.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_7.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_8.mzXML,yes
PXD004720,bread wheat,grain-zadoks-71,ZADOCKS71_9.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_1.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_10.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_11.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_12.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_2.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_3.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_4.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_5.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_6.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_7.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_8.mzXML,yes
PXD004720,bread wheat,grain-zadoks-75,ZADOCKS75_9.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_1.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_10.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_11.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_12.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_2.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_3.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_4.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_5.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_6.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_7.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_8.mzXML,yes
PXD004720,bread wheat,grain-zadoks-83,ZADOCKS83_9.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_1.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_10.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_11.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_12.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_2.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_3.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_4.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_5.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_6.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_7.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_8.mzXML,yes
PXD004720,bread wheat,grain-zadoks-87,ZADOCKS87_9.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_1.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_10.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_11.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_12.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_2.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_3.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_4.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_5.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_6.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_7.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_8.mzXML,yes
PXD004720,bread wheat,leaf-flag-mature,FLAG_HIPH_9.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD01.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD02.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD03.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD04.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD05.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD06.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD07.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD08.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD09.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD10.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD11.mzXML,yes
PXD004720,bread wheat,leaf-flag-senescing,OLD12.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_1.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_10.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_11.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_12.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_2.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_3.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_4.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_5.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_6.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_7.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_8.mzXML,yes
PXD004720,bread wheat,leaf-flag-young,YL_HIPH_9.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r001.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r002.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r003.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r004.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r005.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r006.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r007.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r008.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r009.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r010.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r011.mzXML,yes
PXD004720,bread wheat,lemma,LEMMA-r012.mzXML,yes
PXD004720,bread wheat,node,NODE01.mzXML,yes
PXD004720,bread wheat,node,NODE02.mzXML,yes
PXD004720,bread wheat,node,NODE03.mzXML,yes
PXD004720,bread wheat,node,NODE04.mzXML,yes
PXD004720,bread wheat,node,NODE05.mzXML,yes
PXD004720,bread wheat,node,NODE06.mzXML,yes
PXD004720,bread wheat,node,NODE07.mzXML,yes
PXD004720,bread wheat,node,NODE08.mzXML,yes
PXD004720,bread wheat,node,NODE09.mzXML,yes
PXD004720,bread wheat,node,NODE10.mzXML,yes
PXD004720,bread wheat,node,NODE11.mzXML,yes
PXD004720,bread wheat,node,NODE12.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_1.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_10.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_11.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_12.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_2.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_3.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_4.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_5.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_6.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_7.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_8.mzXML,yes
PXD004720,bread wheat,node_secretion,NODE_HIPH_9.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r001.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r002.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r003.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r004.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r005.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r006.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r007.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r008.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r009.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r010.mzXML,yes
PXD004720,bread wheat,palea,PALEA-r012.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r001.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r002.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r003.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r004.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r005.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r006.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r007.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r008.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r009.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r010.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r011.mzXML,yes
PXD004720,bread wheat,pericarp,SEEDC-r012.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r001.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r002.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r003.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r004.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r005.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r006.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r007.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r008.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r009.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r010.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r011.mzXML,yes
PXD004720,bread wheat,pollen,POLLEN-r012.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r001.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r002.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r003.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r004.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r005.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r006.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r007.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r008.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r009.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r010.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r011.mzXML,yes
PXD004720,bread wheat,rachilla,ROCHELLA-r012.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r001.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r002.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r003.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r004.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r005.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r006.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r007.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r008.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r009.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r010.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r011.mzXML,yes
PXD004720,bread wheat,radicle,HAIRY_ROOT-r012.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS10.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS11.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS12.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS1a.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS2.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS3.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS4.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS5.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS6.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS7.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS8.mzXML,yes
PXD004720,bread wheat,root-mature,ROOTS9.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC1.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC10.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC11.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC12.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC2.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC3.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC4.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC5.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC6.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC7.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC8.mzXML,yes
PXD004720,bread wheat,root-secretion,ROOTFRAC9.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r001.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r002.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r003.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r004.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r005.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r006.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r007.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r008.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r009.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r010.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r011.mzXML,yes
PXD004720,bread wheat,root-tip,ROOT_TIPS-r012.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r001.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r002.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r003.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r004.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r005.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r006.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r007.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r008.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r009.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r010.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r011.mzXML,yes
PXD004720,bread wheat,root-vasculature,VASC-r012.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r001.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r002.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r003.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r004.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r005.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r006.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r007.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r008.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r009.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r010.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r011.mzXML,yes
PXD004720,bread wheat,spike-immature,IMMATURES-r012.mzXML,yes
PXD004720,bread wheat,stem,STEM01.mzXML,yes
PXD004720,bread wheat,stem,STEM02.mzXML,yes
PXD004720,bread wheat,stem,STEM03.mzXML,yes
PXD004720,bread wheat,stem,STEM04.mzXML,yes
PXD004720,bread wheat,stem,STEM05.mzXML,yes
PXD004720,bread wheat,stem,STEM06.mzXML,yes
PXD004720,bread wheat,stem,STEM07.mzXML,yes
PXD004720,bread wheat,stem,STEM08.mzXML,yes
PXD004720,bread wheat,stem,STEM09.mzXML,yes
PXD004720,bread wheat,stem,STEM10.mzXML,yes
PXD004720,bread wheat,stem,STEM11.mzXML,yes
PXD004720,bread wheat,stem,STEM12.mzXML,yes
,,,,
"NOTE: stored_grains files were concatenated into a single file and converted to mzLM format as ""all_wheat_stored_grains_MS2_thermo_RAW_2023-02-27.mzML""",,,,
